frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.protocols,frame.len,Source_File
2021-08-17T01:59:07.063566000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.063567000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.063594000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.063596000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.063598000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.063599000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.063600000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.064382000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.064537000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.064644000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.064751000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.065330000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.065361000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.065388000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.065414000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.065478000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.065519000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.076294000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076298000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076300000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076302000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076304000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076338000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076339000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076341000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076343000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076344000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076372000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076374000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076375000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076377000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076378000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076435000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076437000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076439000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076440000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076441000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.076768000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.076910000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.077027000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.077133000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078431000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078462000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078488000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078514000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078621000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078650000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078676000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078707000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078771000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.078798000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.079533000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.079569000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.079633000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.079660000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.079685000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.079725000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.085103000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085122000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085293000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085297000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085298000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085300000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085381000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085382000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.085426000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.085570000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.085700000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.085814000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.086286000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.086324000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.086350000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.086375000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.086950000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.086954000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.086956000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.086957000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.086958000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.086980000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.086981000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.086982000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087133000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.087164000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087166000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087167000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087181000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087182000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087220000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087221000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087222000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087223000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087225000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087261000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087262000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087327000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.087451000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.087566000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.087824000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087830000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087831000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.087832000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088112000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088113000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088114000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088116000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088117000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088164000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088165000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.088167000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.090358000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090395000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090437000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090486000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090592000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090621000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090647000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090682000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090780000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090808000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090834000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.090884000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091001000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091032000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091061000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091087000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091179000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091207000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091233000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091259000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091322000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091349000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091375000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091401000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091464000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091497000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091523000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.091549000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.093742000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.093795000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.093886000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.093889000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.093928000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.094034000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094036000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094038000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094039000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094083000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.094200000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.094318000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.094583000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094585000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094702000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094705000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094706000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094708000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094709000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.094730000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095395000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095398000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095459000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.095489000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.095515000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.095541000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.095551000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095554000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095696000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095699000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095833000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.095834000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.096316000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096346000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096372000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096397000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096567000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096600000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096628000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096654000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096725000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096752000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096778000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096804000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096868000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096895000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096921000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.096948000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.098669000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.098672000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.098674000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.098675000+0530,18.184.26.60,10.10.0.33,80,53480,,,eth:ethertype:ip:tcp,1514,traffic_segment_1.csv
2021-08-17T01:59:07.098843000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.098952000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
2021-08-17T01:59:07.099057000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60,traffic_segment_1.csv
