frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.protocols,frame.len
2021-08-17T01:59:07.149489000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149519000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149546000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149649000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149677000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149708000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149734000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149815000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149843000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
2021-08-17T01:59:07.149869000+0530,10.10.0.33,18.184.26.60,53480,80,,,eth:ethertype:ip:tcp,60
