frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.protocols,frame.len
2021-08-17T01:58:17.422875000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.423076000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.423325000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.424168000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.424199000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.424228000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.424252000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.424379000+0530,10.10.0.33,13.107.42.23,53455,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:17.706901000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:17.718607000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:17.875036000+0530,10.10.0.33,8.8.8.8,,,56672,53,eth:ethertype:ip:udp:dns,76
2021-08-17T01:58:17.886272000+0530,8.8.8.8,10.10.0.33,,,53,56672,eth:ethertype:ip:udp:dns,171
2021-08-17T01:58:17.914687000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:20.371160000+0530,10.10.0.33,8.8.8.8,,,61276,53,eth:ethertype:ip:udp:dns,76
2021-08-17T01:58:20.394518000+0530,8.8.8.8,10.10.0.33,,,53,61276,eth:ethertype:ip:udp:dns,283
2021-08-17T01:58:20.395951000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:20.405421000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:20.405755000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:20.407661000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp:tls,235
2021-08-17T01:58:20.417124000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,54
2021-08-17T01:58:20.417639000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:20.417645000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:20.417651000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:tls:x509ce:x509ce:pkix1implicit:x509ce:x509ce:x509ce:x509ce:x509ce:pkix1explicit:x509ce:x509ce:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509ce:x509ce:x509ce:x509ce:x509ce:pkix1implicit:x509ce:x509ce,1230
2021-08-17T01:58:20.418135000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:20.418805000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls:ocsp:x509sat:x509sat:x509sat:x509sat:x509ce:x509ce:x509ce:ocsp:x509ce:x509ce:x509ce,1514
2021-08-17T01:58:20.419056000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:20.427630000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls:tls,396
2021-08-17T01:58:20.436970000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp:tls,180
2021-08-17T01:58:20.446401000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,54
2021-08-17T01:58:20.446645000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,312
2021-08-17T01:58:20.458635000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp:tls,244
2021-08-17T01:58:20.468078000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,54
2021-08-17T01:58:20.468764000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,473
2021-08-17T01:58:20.524184000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:20.696076000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:20.711745000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:20.914706000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:21.151166000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp:tls,295
2021-08-17T01:58:21.160704000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,54
2021-08-17T01:58:21.161176000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,526
2021-08-17T01:58:21.211494000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:21.966806000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp:tls,253
2021-08-17T01:58:21.976890000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,486
2021-08-17T01:58:22.023898000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:22.556295000+0530,10.10.0.33,18.184.26.60,53462,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:22.556388000+0530,10.10.0.33,18.184.26.60,53463,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:23.571821000+0530,10.10.0.33,18.184.26.60,53462,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:23.571957000+0530,10.10.0.33,18.184.26.60,53463,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:23.711613000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:23.711865000+0530,10.10.0.33,239.255.255.250,,,52462,1900,eth:ethertype:ip:udp:ssdp,179
2021-08-17T01:58:25.586314000+0530,10.10.0.33,18.184.26.60,53462,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:25.586383000+0530,10.10.0.33,18.184.26.60,53463,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:26.081968000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp:tls,325
2021-08-17T01:58:26.092580000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092588000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092589000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092596000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092597000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092694000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092717000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092718000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.092720000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.093030000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.093254000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.093452000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.093456000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.093462000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.093463000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.093682000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.094145000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.094180000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.094305000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.094308000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.094310000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.094527000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.095206000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.095209000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.095211000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.095431000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.095626000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.096091000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.096226000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.096304000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.102632000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.102638000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.102639000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.102829000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.102950000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.103018000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.103170000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.103277000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.103279000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.103281000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.103328000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.103805000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.103848000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.103885000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.104117000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.104290000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.104441000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.104444000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.104445000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.104598000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.104774000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.104903000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.105374000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.105379000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.105380000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.105636000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.105804000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.105947000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.106226000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.106229000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.106231000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.106408000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.106560000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.106689000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.107098000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.107102000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:26.107104000+0530,88.221.0.167,10.10.0.33,443,53461,,,eth:ethertype:ip:tcp:tls,1514
2021-08-17T01:58:26.107325000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.107472000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.107602000+0530,10.10.0.33,88.221.0.167,53461,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:26.370090000+0530,10.10.0.33,10.10.0.255,,,137,137,eth:ethertype:ip:udp:nbns,110
2021-08-17T01:58:27.117690000+0530,10.10.0.33,10.10.0.255,,,137,137,eth:ethertype:ip:udp:nbns,110
2021-08-17T01:58:27.139389000+0530,10.10.0.33,88.221.0.167,53464,443,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:27.147517000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,66
2021-08-17T01:58:27.147769000+0530,10.10.0.33,88.221.0.167,53464,443,,,eth:ethertype:ip:tcp,60
2021-08-17T01:58:27.148258000+0530,10.10.0.33,88.221.0.167,53464,443,,,eth:ethertype:ip:tcp:tls,427
2021-08-17T01:58:27.156349000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,54
2021-08-17T01:58:27.156643000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp:tls,159
2021-08-17T01:58:27.157719000+0530,10.10.0.33,88.221.0.167,53464,443,,,eth:ethertype:ip:tcp:tls,105
2021-08-17T01:58:27.158143000+0530,10.10.0.33,88.221.0.167,53464,443,,,eth:ethertype:ip:tcp:tls,325
2021-08-17T01:58:27.165774000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,54
2021-08-17T01:58:27.166204000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,54
2021-08-17T01:58:27.167597000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167605000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167606000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167608000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167609000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167625000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167627000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167628000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167629000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167630000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
2021-08-17T01:58:27.167646000+0530,88.221.0.167,10.10.0.33,443,53464,,,eth:ethertype:ip:tcp,1514
